content,topic
我在#2018我的小世界#喜提逢考必过，2019年，你将逢考必过。、高考、四六级，统统被你踩脚底。参与#2018我的小世界#话题词分享，有机会赢iPhoneXS、applewatch还有便携打印机等新年礼物哦！赶快开启我的小世界吧[米奇比心]这个预测我喜欢～,2018我的小世界
37个《》，我已经在坚持了360天。,
生活太匆匆。一下子就过去了半年多，有时候还在想如果当时选择了会是什么样子。生活工作的压力使人疲惫但又让人奋斗。也相信我们一定会再聚,
65个《》，我已经在坚持了6天。##,","
去教室收拾东西的时候仔细回忆了一下2018年从省考专八国二农信社教资事业单位烟草国考几场考试就概括了一整年高三时以为高考是人生中最后一门要紧的考试却发现人生永远有考不完的试缺了一点运气也缺了一点努力用了劲儿但是劲儿不够浪费了一把好牌再想翻盘就很难了,
发布了：《非全日制研究生怎么上课？学姐来告诉你》###回乡见闻#回乡见闻#非全日制研究生#非全日制研究生O非全日制研究生怎么上课？学姐来告诉你,",回乡见闻,非全日制研究生"
王利明、杨立新、王轶、程啸著，《民法学（上下）》（第六版），法律出版社2020年版整理思维导图资源汇法学法学学硕上海对外经贸大学#上海对外经贸大学##上海对外经贸大学#,"上海对外经贸大学,上海对外经贸大学"
六一给可爱表弟买了小礼物好开心~回宿舍和老妈视频分享受到一顿批评教育我乱花钱，说什么人家小孩子那么多玩具要你买什么，花父母钱乱用。。。。我妈真的对我人生每个阶段都不满意大一吐槽我乱花钱不参加社团活动大二吐槽我不上进别人考证考试现阶段吐槽我不对未来做打算给了我很大压力,
发布了：《福州培训机构排名，过来人说说辅导班怎么选择！》###回乡见闻#回乡见闻#培训#培训O福州培训机构排名，过来人说说辅导班怎么选择！,",回乡见闻,培训"
法硕民法打卡day1#法硕#@民法杨烁@华图法硕民法第一天1民法总则的体系方法2绪论3民事法律关系4自然人，法人，非法人组织，代理跟一波玛莎拉蒂杨老师的学习方法（谁家刚开始民法啊，是我）,法硕
政治徐涛【】Day36,
五年在女篮，每天下午不知道旷过多少次课泡球场，放假回家自己练球，大三当队长为了大家懂联防不知道看过多少视频教大家，结果cuba前一个星期友谊赛崴脚，前面几场打弱队不让我上场，打厦大打至诚要争前几名，让我几乎打满四节还有加时最后和我说我们是看总的上场时间。大四和毕业能抽空的时间我都争取来训练，还和我说不用实习不用找工作，一句话球队需要我拿前三，还不断延期到离前一个星期和前一个月，我每次往返学校五个小时的车程，义无反顾回学校和队伍磨合，市赛和我说要回漳州，我刚惠州面试完说不用我也行吧，而你说需要我，我加起来差不多十个小时车程没有任何犹豫回来，结果不让我进，一句那你就回厦门呗，我嗯，到大四从一打到五，哪个位置需要我我就去，到最后破全场紧逼需要我一个大一打五的人来运球，最后又和我说我们看训练时长。我不知道我们那顿饭你和我说的每一句话你怎么说出口的，现在归咎是我错了，他妈换来我训练想来就来，需要给足我面子让我上场，是我强行要蹭这些荣誉，没我也一样。真他妈说的出口，我不表现就是我不练球不训练？那让在你心里训练最久的人打就可以了啊，干嘛一边看不爽我又死用我，没我能拿第三？呵呵，事实就是没我你没这些荣誉，落后差不多15分是谁他妈不放弃还在努力，吃着止痛药给你干四节，是你求我的时候我在想不该让你失望，是我总心软，我对每一个人都心软，都他妈背刺我，我所在乎的东西不多，嘉庚女篮算一个，现在回头看，你真的不值,
发布了：《高途发布2023年Q1财报：收入7.07亿元，连续三季度保持增长》###回乡见闻#回乡见闻#高途#O高途发布2023年Q1财报：收入7.07亿元，连续三季度保持增长,",回乡见闻,高途"
天津工业大学答疑助手新上线，研究生学长学姐已就位，欢迎咨询,
晚安周日，晚安小锦鲤们。愿望交给锦鲤们，你只管努力就行，握鳍。**。Ｏ。ｏ〇。〇Ｏｏ。*Ｏｏ。*。*Ｏｏ。*。*Ｏｏ。**Ｏｏ。*。*Ｏ。*Ｏｏ**。Ｏ。ｏ〇。〇Ｏｏ。*Ｏｏ。*。*Ｏｏ。*。*Ｏｏ。**Ｏｏ。*。*Ｏ。*Ｏｏ**。Ｏ。ｏ〇。〇Ｏｏ。*Ｏｏ。*。*Ｏｏ。*。*Ｏｏ。*L锦鲤大王的微博视频,
祈祷成功，谢谢大王,
202020护理#护理##20#今天是购置年货的小惬意,"护理,20"
2020studyaccount△很奶思，明天继续看！！！希望能看得快一点吧，忍住不查字典看原著（其实挺难受的，不过很有阅读体验起码是觉得在看书，不是在学习，就好比看红楼梦旁边不会放新华字典）△曾经大家都说“一怕文言文二怕周树人”，那时候我一看到鲁迅的文章就很兴奋现在一看到他写关于翻译的一些观点倒是头疼了大概就是小说跟理论之间的差距，理论总是很枯燥的，但是这本书散发出的那种年代感我就特别喜欢又超喜欢翻这本书看，又爱又恨呐,
两天的反思，在这个快要睡觉的点，让我又想总结一下我想了想，这2年，我一直在没有能上艺术类院校学习，敷衍面对现实的生活中，自己总是没有目的，很迷茫，现在我要准备，考的是法律，我觉得说自己虽然内心一直在抵触和害怕学习，但是现实嘛，总会让你犹豫然后坚定然后在犹豫，现在是距离327天，我还有一些自考没有完成，所以我觉得上帝是在给我机会，算是一种弥补，那么我也会不在那么犹豫，因为犹豫就等于后悔，有梦想，总比没有好，何况这是个刚好的年纪，我不可能会放弃自己的梦想，我只希望自己会更好，好好准备，为的就是自己的梦想，不会放弃音乐和舞蹈，相反我要告诉自己考过了梦想的机会才会越大，考上了才可以如愿的去韩国发展，加油，Linda,
熟练掌握一些重要的公式，也是解决问题的重要手段，无需集中背诵，遇到一个，积累一个，便可逐渐形成解题能力。L宇哥的微博视频,
,
果然时候在图书馆坐我旁边背书的那个小哥哥是广撒网的💩,
给你比心心！@19er小洁洁谢谢你送我的祝福【健康】，超开心der！跟我一起玩#福气扭蛋机#，集9种祝福除夕赢2019元红包大礼！福气扭蛋机,福气扭蛋机
🙏🙏🙏找工作变漂亮找对象,
发布了：《2020华中科技大学431金融学综合专业课》O2020华中科技大学431金融学综合专业课,
219个《》，我已经在坚持了106天。,
2020studyaccount#Kelly雯的日记#倒计时⏳331Day7打卡的秘密stage13✅天天背打卡✅扇贝🐚红宝书✅中国教育史整理笔记+背诵✅考虫词汇课✅终于补完回放啦刘晓艳/田静长难句✅今天大部分时间都给英语了…天天背天天看真题句子似乎已经成为一个习惯抵触情绪慢慢削弱了有进步哈哈哈看了看晓艳的语法田静的长难句虽然晓艳讲的很幽默很风骚超级能把握学生的心理状态但还是觉得田静老师的更适合我吧…感觉自己比较喜欢用真题练习的模式干货多点反而开心就是画质有点糊…晓艳讲的段子太多看着好着急啊但是又不敢快进因为很多都是自己口述怕错过重要的知识点建议不着急的可以一边当故事听听一边学习看自己需求吧～明天去首师大找闺蜜唠嗑哈哈哈开心！明天中国教育史更新估计又是献给教育学的一天加油加油,Kelly雯的日记
成功上岸,
2019，成功,
即使我妈知道我要是为了逃避承担责任她还是愿意支持我我真的好爱她.,
网易有道开年重要通知，只要你敢拿高分，词典笔就敢免费送！希望广大家长、同学认真贯彻落实，积极响应号召，买起来，学起来，学习成绩提起来！现在关注@有道词典，转发评论并@3位同学，1.21-1.25每天抽10位同学，各送一台价值549元的有道词典笔！还有新学期免费送活动等你来：,
//@有道考神培训:有道考神学习之计在于春，新年送学生红包，不如送有道词典笔！@有道考神携手有道词典笔，献上新春学习大礼，一起学起来，学习成绩提起来！现在关注@有道考神并转发本微博，1月25日抽一位同学加送特制春联贴纸礼包,
#长城皮卡专营店十城开业#2018，长城皮卡全国首家专营店保定五洲开业！2019，长城皮卡专营店在成都、普洱等十个城市联动开业！为庆祝这个美好的时刻，从现在起，关注@长城皮卡转发本微博，说出2019你渴望经历的小美好。1月25日，抽5位每人送出100元京东购物卡！@微博抽奖平台L长城皮卡的秒拍视频,长城皮卡专营店十城开业
呈贡,
#2020#今天一觉昏睡到九点半，和平时的八点半可是一个小时之差，心里忿忿不平呀下午做了些数学题，简直不忍直视呀，有看了之前听课了的18讲，也是稀里糊涂，果然听课和做题差别大大滴我想打开数学的大门，泰勒爷爷我们做忘年交吧，你说好不好？🙃,2020
@商志英语老师您对两分钟有什么误解？L祝我成功鸭的秒拍视频,
一定会梦想成真的，努力着！期待着！向往着！#2019加油#L蓝莓酱子JZJ的秒拍视频,2019加油
@新传小小班,
9个《》，我已经在坚持了296天。,
打卡！终于放假了，准备回去了，哈哈哈😄300个《》，我已经在坚持了146天。,
总觉得那段时间距离我已经很遥远了。我记得最后几天自己还是不紧张，只是每天看涛涛的公众号看到掉眼泪。回想那段时间真的不觉得多辛苦，虽然也有觉得累的日子，有很多想说的话，但到最后什么都说不出来了。最开心的是遇见了这么好的你们。@政治徐涛@唐迟老师,
//@英式没品笑话百科:哈哈//@青琦有吾：你的id结合起来哈哈哈哈哈哈哈哈哈哈哈哈哈哈妈鸭笑死我了//@艹烎：姑娘咱回家吧不了//@挂六科的仙女要_：我还是看不懂  能不能换成西瓜,
【20倒计时336天】studyaccount2020#Everyday日精进#【outcome】✔复习1.2单元+抽查✔练字2小时✔专业课:金融市场一部分✔APP记45分钟✔口语训练【日精进】📍回家了真的会有各种干扰自制力直线下降今天的效率巨低。今天许多时间都是处于闲散状态，不停地往嘴里塞东西，真的是服自己了，上学期减肥怕是白减了，感觉今天一天就能长回来😒嗝～‼️内有大事！‼️前段时间有小伙伴私信我说想要一起互相监督早起打卡，但我嫌麻烦就没弄，因为觉得早起这件事对自己来说是个习惯，不用与人互相督促。但从今天的状态来看，感觉自己的意志力有点撑不起寒假的学习了，和在学校相比效率低很多。所以打算建一个“行动派”的群，每一个人每天早起打卡后把自己的Todolist.发出来，晚上1:00前打卡自己的任务完成情况。具体的细节我会再说明，想要寒假静心学习提升自己并且有需求的小伙伴可以私信我哦，人数限制在12人以内。晚安！@孔玮Vicky@慕容以泽Y,Everyday日精进
