content,topic
晚到的2018总结，随着年龄增长，总会把一些事情给忘却，所以还是趁现在记忆还不模糊，把2018年做个简单的回顾。上半年是最后一段校园时光，大四下半学期，把该考的证都拿到了手，专业八级优秀，普通话水平考试二甲，计算机二级合格，也顺利的完成了论文答辩，没有选择留学也没有加入考研的大军而是选择了直接就业。下半年由毕业生转向社会人，从学校的象牙塔里面出来后，有过一段十分迷惘的时期，从事的第一份职业与想象中的职业生活相差甚远，那是一段挺煎熬的时光，每天都在放弃和坚持里挣扎的日子，每天踩着深夜12点路灯下自己的影子回家时，总会在黑夜里独自思索工作的意义和被工作占满的生活与自己期望的生活的差异，很黑暗无光的日子，每天都经受着心理上和生理上的煎熬，后来总算明白了“选择大于努力，选择不对努力都是浪费”的道理，便鼓起勇气辞去了工作。在找新工作前，依旧充满了憧憬和希望，会期待着可以找到一份能让自己开心快乐的工作，但现实并不会像想象中的那么美好，在找工作的半个月里，理想开始被现实慢慢磨平，也通过了几份工作的面试，但都在后来认真思考后选择了拒绝，现在就职的公司，也并非一切尽如人意，但好在双休可以有空余时间充实自己，专业对口不至于把大学里学的知识忘得彻底，一切都在朝好的方向发展。新的一年有很多的规划，也有很多的期许，只希望自己能一步一个脚印脚踏实地地一个个实现，胖子是一口一口吃成的，优秀也是慢慢变成的，新的一年一定要很努力很努力啊！,
2018，最遗憾的事情是教资没有通过，计算机二级没有通过。其余的，不管是哭还是笑，都是一种成长。2018，豁达了很多，懂得了更多为人处事的道理，留在社联的每一年都有新的收获。2019，愿爸妈身体健康，自己教资，考研通过，把大学该拿的证都拿到。2019，用这一年的青春去博自己的未来！冲鸭,
2018拿到了奖学金找到了男票还收货了新的小伙伴2019希望考研成功！计算机成功！教师证成功！抢到毕设名额！,
发布了头条文章：《国防科技大学计算机原理专业课复习建议》#考研##2020考研#O国防科技大学计算机原理专业课复习建议,"考研,2020考研"
2020考研网课，2019初级会计网课，初级会计实务，2019省考，事业单位，2020考研数学，2020考研英语，2020考研政治徐涛，计算机二级题库，2019注册会计师，cpa网课，新东方英语专四，新东方英语专八，资产评估师，2020考研，cfa一级，cfa二级2019省考，山东省省考，2019国考，公务员考试，公务员网课，初级会计师，初级会计经济法，一级建造师，二级建造师，注册税务师，初级经济师，中级经济师，初级审计师，中级审计师,
【法学与哲学类考研专业择校指导第3节】艺术、体育类回顾→链接::jn18 教育类回顾→链接::2wb5 法硕，管综，经济学，计算机已经录制20考研版本，听课链接→OL有道考神米鹏老师的微博视频,
【法学与哲学类考研专业择校指导第2节】艺术、体育类回顾→链接::jn18 教育类回顾→链接::2wb5 法硕，管综，经济学，计算机已经录制20考研版本，听课链接→OL有道考神米鹏老师的微博视频,
【法学与哲学类考研专业择校指导第1节】艺术、体育类回顾→链接::jn18 教育类回顾→链接::2wb5 法硕，管综，经济学，计算机已经录制20考研版本，听课链接→OL有道考神米鹏老师的微博视频,
资源分享计划需要教师资格证初级会计职称计算机二级虎奔题库ACCA考研各种医师护士证证券从业资格证司法考试二建公务员等等考证资料的小伙伴快滴滴我吧嘻嘻😊！,
新年快乐教师资格证笔试2020考研2019中级会计英语专四专八注册会计师2019初级会计网课考虫万词班初级会计粉笔公务员省考国考cpa网课CFAFRMACCACMA英语四级英语六级计算机二级题库加油＾０＾~,
#新年心愿#我希望自己的英语四级可以通过，计算机二级也要可以，然后升本，考研，2019新年心愿,新年心愿
教师资格证面试过过过，英语六级过过过，计算机二级过过过，考研成功，万事胜意,
#新年心愿#莉老师新的一年想：1.考研成功2.合肥见3.有喜欢的人4.看海5.一家人6.过教师资格证7.计算机8.实习顺利9.和朋友好好的10.变富有11.身体健康智商上线,新年心愿
24week打卡#何凯文考研英语每日一句#大年初一闲得无聊，学习了英语，准备再看一会计算机二级。我不想看十门联考头疼（新的一年我的拍照水平没有丝毫进步）,何凯文考研英语每日一句
我要2019一整年好运，保佑我科目二科目三科目四，保佑我脱单，保佑我教师资格证，保佑我计算机二级考试，保佑我考研笔试面试啊啊啊全家人身体健康顺心如意,
【艺术、体育类考研专业择校指导第2节】教育类回顾→链接::2wb5 法硕，管综，经济学，计算机已经录制20考研版本，听课链接→OL有道考神米鹏老师的微博视频,
【艺术、体育类考研专业择校指导第1节】教育类回顾→链接::2wb5 法硕，管综，经济学，计算机已经录制20考研版本，听课链接→OL有道考神米鹏老师的微博视频,
百词斩2019.02.04打卡PS:我的近期目标:一个视频（猪猪）中青新年视频5分钟拍摄（最迟2月11提交），征集顺利拿给老鼠买东西，实验室，加好友笔记……买明信片买抽纸买洗发水……微养生（按时吃饭，多吃水果，控制零食饮料，尽量不经常熬夜，败败火……）今年六月的六级准备，计算机准备，教资教育知识准备，考研准备，有机会phone，日常礼物🎁考研顺利，确定好方向，准备好资料！整理好DK礼物！希望快递可以撑到年后……,
#大厂最尬男孩#【近期即将上映大片】《高数危机4》《思修惊魂7》《计算机的救赎》《一起又看近代史》《哈利波特与数据结构》《哈利波特与复习周》《让挂科飞》《非诚勿考2》《家有考神2012》《天天考试》《寒假来了5》《回家总动员5》《裸考之城4》《少年派的奇幻考研》《人在考途》敬请期待！,大厂最尬男孩
教师资格证面试过过过，英语六级过过过，计算机二级过过过，考研成功，万事胜意,
考研密训营这种调剂方式成功率高但最容易被忽略，千万不要错过　校内调剂作为调剂中的一大类型经常被人忽略，其实只要把握好机会，就算初试分数不好却一样可以在喜欢的学校继续读研哦，所以快来了解一下校内调剂是怎么回事吧。　　校内调剂是什么?　　校内调剂是指报考该校考生达到该校的校录取分数线，但由于所报考专业分数，专业人数的限制或是其他的原因，不能安排考生进入所报考第一志愿专业，而根据学校录取安排和考虑考生的志愿，把该学生转到校内其他专业就读。　　哪些情况可以进行校内调剂?　　1.初试成绩出来之后，考生没有达到自己所报专业的分数，但是达到了相邻专业的分数线，所报考的学校调剂窗口开放之后可以进行校内调剂;　　2.复试调剂，等复试成绩出来，成绩比较出色，但是名词排在所报考专业招收人数之外，可以进行校内调剂，但是主动权不在个人手里，而在学校。　　学校允许调剂哪个专业才能调剂哪个专业，大多复试之后的调剂是这样的，所报考的专业招收人满之后，相邻专业没有招满人，会把通过复试的人直接调剂过去。　　校内调剂可以调剂同一个院系的其他专业，也可以调剂学校其他类似的学院。比如有些学校既有计算机学院，也有软件学院，如果没有被计算机学院录取，就可以调剂到软件学院。　　但是并不是所有学校都有校内调剂，每个学校的校内调剂信息不一样，它们的招生单位会有相应的通知，所以建议大家去向招生单位咨询调剂详细信息~　　校内调剂的三大方法　　1、去找你报考的那个学校的导师，问他还有没有希望被录取，没有希望，那么请他给你推荐一个导师，或者看能不能校内调剂。　　2.问你周围的老师，看有没有相关的信息或者有没有人愿意给你推荐一个。　　3.查找相关学校相关专业的研究生处电话，不厌其烦的打，直到有人接受你。现在找老师，一般不会得到明确的答复，但是一定要找，注意去找的时候不要带礼物。　　首先找到老师所在的实验室，找到那里做实验的师兄师姐，说明来意，如果能遇见一个比较热心的老乡就最好了，具体问一下导师什么时候能来上班，老师的科研等各个方面。　　然后等导师来的时候，去和导师谈谈，一般程序是：自我介绍，哪个学校毕业，什么专业，原先报考的学校专业，各科分数等，想考他的研究生，不知道老师能不能接受我。接下来，一般的导师就会接着你的话说下去。　　这样一直找下去，直到你有个导师或者学校说你可以去面试了，那么恭喜你，你差不多了。　　这个过程是一个很难受的过程，要脸皮厚，做好心理准备，有个别老师不是很客气，要忍耐，如果跟那个导师谈得比较投机，而他又不想接受你，别忘了让他给你推荐一个。,
